Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Trinity Washington University,DC,0,0,0,0,2,0,0,7,1,0,0,3,0,0,0,0,0,1,1,0,0,808,1,1,0,0,0,0,0,0,0,3,0,5,8,0,3,0,0,4,0,1,2,0,0,1,1,0,94,0,0,0,0,0,944,3,947
Triton College,IL,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13,3,16
Trocaire College,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy University,AL,0,22,27,12,91,1,43,5,8,1,717,1420,37,3,20,8,6,16,23,40,1,36,5,14,5,38,23,7,3,9,1,10,18,34,191,4,25,21,7,21,1,1,91,0,91,199,2,0,209,0,70,5,8,1,2836,972,3808
Truckee Meadows Community College,NV,1,4,3,0,259,0,1,0,0,0,1,2,4,3,0,0,0,1,0,1,0,0,1,0,3,1,1,1,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,1,1,6,0,3,0,8,0,1,0,55,261,316
Truett McConnell University,GA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,10,1,11
Truman State University,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Tulane University,LA,3,1,5,1,6,0,0,1,0,0,4,12,0,0,5,2,1,0,0,0,1,5,2,2,1,10,4,0,0,2,1,4,1,2,1,0,2,2,1,1,0,1,1,1,4,22,1,0,4,0,6,0,1,1,113,18,131
Tulsa Community College,OK,0,0,0,10,0,0,0,2,0,0,5,2,0,0,2,0,2,6,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,42,5,47
Tusculum College,TN,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,11,0,11
Tuskegee University,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3
Tyler Junior College,TX,1,0,0,8,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,18,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,2,39
Umpqua Community College,OR,4,4,4,2,7,0,7,0,0,0,5,3,1,15,11,5,0,0,0,0,0,1,0,0,97,5,0,3,0,21,0,0,3,0,0,10,16,0,0,10,0,0,0,0,2,2,47,0,21,0,53,0,4,3,354,13,367
Union College,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Institute & University,OH,2,2,3,1,373,0,5,13,1,1,152,14,2,2,8,10,0,2,18,5,4,7,5,5,0,1,4,2,2,5,4,6,2,23,13,0,0,2,2,9,0,1,6,0,4,13,0,33,7,0,12,1,2,1,260,537,797
Union University,TN,1,1,0,3,0,0,0,0,0,0,0,4,0,0,2,1,0,0,4,0,0,0,0,1,0,20,2,0,0,0,0,0,0,2,3,0,2,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,52,0,52
United States Sports Academy,AL,0,2,13,5,59,0,11,7,2,3,40,37,1,4,19,6,5,9,12,11,4,12,11,15,9,13,3,3,7,3,4,19,4,38,32,0,18,5,2,16,1,1,34,1,14,52,4,4,19,0,16,2,15,5,521,111,632
Martin Luther College,MN,1,1,2,0,6,0,6,0,0,0,11,1,0,1,5,0,0,4,0,1,0,0,0,23,0,0,0,0,7,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,63,0,131,17,148
University of Advancing Technology,AZ,2,0,0,1,23,0,5,1,0,0,8,3,4,4,4,1,2,1,1,1,1,4,1,7,3,0,7,2,1,3,2,5,2,8,4,1,10,1,5,8,1,1,4,1,7,15,3,0,5,0,5,0,5,1,151,33,184
University of Akron,OH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,20
University of Alabama at Birmingham,AL,0,2,13,15,57,0,6,8,3,3,196,490,6,3,28,14,4,9,13,61,1,23,9,21,4,150,12,2,4,5,1,11,2,30,41,1,23,27,1,25,0,2,28,1,156,107,5,0,57,0,9,4,15,2,1448,262,1710
University of Alabama in Huntsville,AL,0,0,0,0,0,0,2,0,0,1,0,7,1,1,2,3,0,0,1,1,0,8,0,0,0,3,2,0,0,3,0,2,1,2,4,0,3,0,0,3,0,1,3,0,37,9,1,0,6,0,0,2,1,0,110,0,110
University of Alaska Fairbanks,AK,3,0,6,0,27,1,9,0,0,3,13,6,46,6,4,0,0,2,2,1,3,3,3,6,1,0,3,2,0,2,1,1,3,9,8,4,2,2,11,1,0,0,3,0,5,14,3,1,5,0,36,1,4,1,223,71,294
University of Alaska Southeast,AK,2,0,5,1,11,0,5,1,0,0,6,3,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,4,2,2,0,1,0,10,0,0,0,0,0,2,1,1,0,2,0,18,0,0,2,73,18,91
University of Arizona,AZ,5,9,0,3,260,0,38,9,1,5,35,24,14,11,33,11,5,8,4,10,3,15,15,22,14,4,10,6,4,29,6,21,46,27,22,7,10,7,15,18,1,1,10,5,4,86,24,2,30,0,49,4,12,5,708,311,1019
"University of Arkansas, Fayetteville",AR,18,5,10,0,75,0,16,6,6,3,108,36,9,1,51,7,10,173,9,42,2,13,12,6,9,29,349,1,5,5,4,14,9,21,20,6,19,236,4,20,0,4,15,4,142,1175,9,1,30,0,12,1,5,5,2577,360,2937
University of Arkansas at Little Rock,AR,2,1,0,0,3,0,1,0,0,0,1,2,0,0,2,3,1,1,0,6,0,1,0,0,0,2,1,0,0,1,0,0,2,1,2,0,1,14,1,0,1,0,0,0,7,12,0,0,0,0,2,0,1,0,67,5,72
University of Arkansas at Monticello,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,25
University of Arkansas Community College-Batesville,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
University of Arkansas Community College-Hope,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,25
University of Arkansas Community College-Morrilton,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Arkansas for Medical Sciences,AR,0,0,6,0,0,0,1,0,0,0,1,2,0,0,4,1,1,2,1,4,0,0,0,1,0,5,5,0,0,1,0,0,0,1,1,0,2,3,0,0,0,0,0,0,9,18,1,0,1,0,0,0,0,0,70,5,75
University of Arkansas-Fort Smith,AR,0,0,1,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,258,1,0,0,0,0,0,1,19,0,0,1,0,1,0,0,0,294,6,300
University of Arkansas-Pulaski Technical College,AR,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,12,10,22
University of Baltimore,MD,0,0,0,0,2,0,0,1,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,2,0,0,0,0,5,0,0,2,0,0,3,1,0,9,0,0,0,2,0,38,5,43
University of Central Arkansas,AR,0,1,0,0,2,0,2,0,0,0,1,4,0,0,0,1,0,0,0,4,0,0,1,1,1,3,5,1,1,0,0,0,0,0,2,0,2,9,0,3,0,0,0,0,9,17,1,0,0,0,1,0,0,0,68,14,82
University of Central Missouri,MO,1,1,3,2,12,0,3,1,0,0,9,3,0,1,20,2,7,40,2,1,0,4,0,2,2,0,0,0,3,2,1,3,1,2,3,1,3,2,2,6,0,0,0,2,0,13,3,1,4,0,3,0,3,0,153,21,174
University of Central Oklahoma,OK,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,21,0,21
University of Charleston,WV,1,4,2,15,134,0,3,0,0,1,30,4,14,4,6,2,0,2,4,16,0,8,1,3,2,10,3,1,1,2,0,3,0,3,54,0,20,1,2,12,1,3,3,0,6,30,0,1,107,0,4,0,2,10,369,177,546
University of Cincinnati - Blue Ash,OH,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,1,9
University of Cincinnati - Clermont,OH,1,0,0,0,4,0,0,1,0,0,2,0,0,0,2,1,0,1,7,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,21,7,28
University of Cincinnati - Main Campus,OH,28,7,50,27,189,0,54,25,9,7,179,85,17,13,117,138,29,25,271,22,7,81,22,128,49,24,45,16,6,38,11,118,16,143,66,19,0,42,26,113,0,7,62,10,45,177,26,4,103,0,62,46,60,8,2482,391,2873
University of Colorado at Boulder,CO,1,1,6,1,97,0,0,4,0,0,19,3,4,2,14,5,2,4,1,2,3,20,15,6,10,2,3,0,2,7,2,7,1,23,6,2,14,2,1,4,0,0,6,4,4,31,4,3,16,0,17,1,6,4,261,131,392
University of Colorado at Colorado Springs,CO,1,1,15,1,29,0,0,3,3,0,9,6,0,1,4,4,5,3,1,0,0,3,0,2,6,0,5,1,3,6,0,3,18,3,4,2,5,6,7,5,1,0,2,1,2,19,5,0,6,0,6,1,2,3,174,44,218
University of Colorado Denver,CO,2,3,12,0,66,0,0,5,1,2,14,12,3,9,15,4,5,5,1,0,2,8,2,13,13,2,3,6,1,10,0,11,15,17,7,2,14,4,13,13,0,4,2,6,5,26,8,1,14,0,17,0,6,14,336,82,418
University of Connecticut,CT,1,1,7,0,15,0,5,0,0,2,16,3,0,2,14,2,0,1,1,1,1,1,28,0,9,1,0,2,2,2,6,14,1,25,4,3,0,2,1,10,0,8,2,0,3,10,4,1,11,0,1,1,5,0,170,59,229
University of Dallas,TX,2,2,16,2,8,0,3,0,0,0,9,2,0,0,6,2,0,1,0,2,0,1,0,4,2,0,1,0,0,3,1,3,2,1,3,0,1,4,1,3,0,0,0,0,0,0,1,0,4,0,5,1,4,0,83,17,100
University of Dayton,OH,0,0,0,0,2,0,0,0,0,0,5,2,0,0,1,9,0,0,4,1,0,3,0,8,1,1,1,0,0,0,0,1,1,0,3,0,0,1,1,3,0,1,1,0,0,2,0,0,1,0,0,0,0,0,46,7,53
University of Delaware,DE,0,0,1,0,9,0,2,2,0,0,3,4,0,1,1,0,0,0,0,0,0,56,1,4,0,0,1,0,1,0,0,45,0,13,4,0,0,0,0,86,0,1,2,1,1,6,1,1,10,0,3,0,0,0,247,13,260
University of Denver,CO,4,6,17,5,65,0,0,7,1,5,38,33,3,5,24,13,6,5,9,8,0,16,7,15,20,0,8,10,4,10,1,14,18,31,15,3,21,9,17,29,0,1,9,6,10,53,12,1,16,0,31,0,18,8,557,112,669
University of Evansville,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Fairfax,VA,1,0,0,0,6,0,1,0,0,2,10,9,2,0,2,1,1,0,0,0,0,20,4,0,0,0,4,0,0,0,1,3,1,0,11,0,5,0,1,6,0,0,1,0,3,7,0,0,0,0,0,2,0,0,84,20,104
University of Georgia,GA,3,0,1,2,5,0,1,0,0,0,12,0,0,0,3,2,2,0,5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,10,0,2,1,0,0,0,0,3,0,3,9,0,0,2,0,1,2,1,0,63,17,80
University of Hartford,CT,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,6,1,0,1,0,0,1,0,2,1,0,1,4,1,0,2,0,1,0,0,0,36,0,36
University of Hawaii at Manoa,HI,1,0,0,0,36,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,3,4,0,0,0,0,0,2,0,0,1,0,7,0,1,0,34,49,83
University of Houston,TX,0,0,3,0,6,0,1,2,0,0,2,0,2,1,4,1,1,2,1,2,0,0,0,2,2,0,0,0,0,0,0,1,1,1,3,0,3,0,0,1,0,0,2,0,0,0,0,0,5,0,2,0,0,0,43,8,51
University of Houston-Downtown,TX,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12,4,16
University of Houston-Victoria,TX,0,0,0,0,7,0,2,1,0,0,5,4,1,1,2,1,0,0,0,4,0,1,0,3,0,0,1,0,0,2,0,2,1,3,4,0,4,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,1,1,46,12,58
University of Idaho,ID,2,6,5,2,39,0,14,1,0,1,5,5,0,0,4,3,2,2,3,4,1,2,3,0,1,1,2,7,1,7,1,1,2,12,2,4,7,3,18,6,0,0,1,0,2,16,21,0,2,0,76,1,3,5,259,47,306
University of Illinois at Chicago,IL,4,0,4,6,44,0,10,4,0,3,24,25,4,0,0,14,9,2,3,7,1,14,4,25,9,1,11,0,2,1,1,11,2,32,23,1,28,5,6,13,1,2,4,2,9,46,2,0,17,0,19,1,11,1,395,73,468
University of Illinois at Springfield,IL,3,0,13,4,96,1,11,9,3,2,31,13,5,5,0,8,16,6,12,7,1,5,7,13,20,1,26,3,3,3,2,16,4,22,9,1,19,6,7,23,2,1,7,0,14,35,8,0,22,0,26,2,17,4,437,137,574
University of Illinois at Urbana-Champaign,IL,2,2,22,6,133,0,19,14,2,7,27,20,3,5,0,24,12,8,10,7,4,15,20,31,18,3,36,1,6,2,0,19,8,34,11,4,29,3,12,25,1,2,9,1,16,58,9,2,24,0,30,3,19,2,599,181,780
University of Indianapolis,IN,2,1,3,0,3,0,2,1,0,0,2,5,0,0,39,0,1,1,11,0,0,3,1,8,1,0,7,0,0,0,0,0,0,3,1,0,33,1,0,1,0,0,1,0,3,6,0,1,1,0,1,0,3,0,140,6,146
"Mayo Clinic, College of Medicine and Science",MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Jamestown,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,8
University of Kansas,KS,2,2,12,9,52,0,38,7,1,1,31,17,4,11,52,13,18,0,4,16,0,9,7,16,12,4,189,2,10,2,0,14,2,23,23,2,16,19,0,23,0,0,13,3,7,52,3,4,17,0,24,1,5,6,708,90,798
University of Kentucky,KY,3,2,3,5,13,0,3,3,0,0,26,26,4,4,13,27,3,2,0,2,0,5,4,8,7,9,10,3,0,1,2,4,1,8,9,0,56,3,1,5,0,0,1,0,18,9,4,0,19,0,3,15,5,1,307,43,350
University of Louisiana at Lafayette,LA,6,2,2,2,29,0,14,66,0,0,24,24,5,0,9,1,1,2,0,0,0,2,0,6,0,43,3,0,0,0,0,8,3,24,5,0,3,6,0,12,0,0,66,0,2,47,2,1,25,0,0,0,0,0,392,58,450
University of Louisiana at Monroe,LA,7,1,1,17,12,0,3,3,0,0,12,17,0,1,7,1,0,0,2,0,0,2,0,3,1,21,3,1,0,1,0,3,1,4,7,1,3,1,1,5,0,1,7,0,5,41,1,0,2,0,3,0,0,1,179,24,203
University of Louisville,KY,11,10,8,3,25,0,14,6,1,2,45,22,6,3,24,101,0,2,0,4,0,8,5,15,5,5,13,4,4,9,1,7,3,13,22,2,43,4,1,20,0,1,17,0,24,19,3,1,24,0,7,3,8,0,503,97,600
Mesabi Range College,MN,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,2,10
Metropolitan State University,MN,0,0,4,1,12,0,9,2,0,0,5,1,0,0,10,3,3,2,2,1,1,7,5,0,0,1,3,1,2,0,0,2,1,11,2,7,1,1,2,3,0,0,1,2,1,8,1,0,5,0,6,1,39,1,148,22,170
Minneapolis Community and Technical College,MN,0,0,2,0,3,0,0,0,0,0,3,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,8,0,29,6,35
Minnesota State Community and Technical College,MN,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,0,0,0,0,0,0,2,0,1,1,3,0,1,1,1,0,0,3,683,2,1,1,0,0,0,0,11,0,7,2,0,1,0,2,0,11,0,743,4,747
Minnesota State University - Mankato,MN,1,2,1,1,14,0,4,0,0,0,5,0,0,2,6,2,13,3,0,0,0,2,1,3,0,1,4,2,3,0,1,1,0,2,3,14,4,2,0,1,0,0,2,10,0,6,0,0,2,0,2,0,42,0,142,20,162
Minnesota State University - Moorhead,MN,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,130,0,0,0,0,0,0,1,9,1,2,0,0,1,0,1,0,9,0,163,3,166
University of Management and Technology,VA,9,0,2,3,11,0,3,0,3,0,18,15,3,0,6,2,0,0,3,3,0,13,2,1,0,0,6,0,0,1,1,3,4,6,7,0,7,5,0,4,0,1,5,0,5,15,4,0,0,0,3,0,1,0,144,56,200
University of Mary,ND,0,0,9,0,1,0,6,3,0,0,2,3,1,1,0,0,0,4,0,1,0,0,0,0,42,1,2,20,8,0,0,1,0,1,2,0,1,1,0,0,0,0,0,12,0,4,1,0,2,0,2,0,2,4,134,3,137
University of Mary Hardin-Baylor,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Maryland - Baltimore,MD,1,0,1,0,6,0,0,3,5,9,3,5,1,0,1,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,18,1,6,7,0,1,0,0,10,0,0,0,0,2,6,0,0,23,0,0,0,0,0,103,21,124
University of Maryland - Baltimore County,MD,0,0,2,0,9,0,1,0,3,6,3,2,0,0,1,1,2,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,1,4,0,1,0,0,6,0,0,1,0,0,5,0,0,12,0,1,0,1,0,58,12,70
University of Maryland - College Park,MD,4,0,2,1,20,0,0,4,0,22,6,8,0,1,4,2,2,0,2,0,0,0,6,2,3,0,1,0,0,1,2,14,1,18,10,2,4,2,1,14,0,1,0,0,0,10,2,1,56,0,0,2,2,0,201,32,233
University of Maryland - Eastern Shore,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Maryland - University College,MD,74,17,77,23,516,7,68,64,45,475,300,274,57,14,106,45,14,23,39,70,22,0,68,71,32,29,58,5,14,50,12,189,32,231,285,10,132,42,24,334,5,11,141,7,91,402,22,14,1750,0,123,58,27,6,5709,908,6617
University of Mary Washington,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Memphis,TN,10,0,6,59,15,0,2,1,0,2,9,21,0,0,6,3,1,0,1,5,1,3,1,0,2,171,6,0,0,3,0,3,2,4,0,0,1,4,1,7,0,0,2,1,0,22,0,0,4,0,1,0,3,0,358,25,383
Minnesota West Community and Technical College,MN,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,1,0,0,1,0,0,0,40,1,1,0,0,2,0,0,0,12,0,81,0,81
Mitchell Hamline School of Law,MN,1,4,2,1,6,0,6,0,0,1,11,2,1,2,5,2,3,1,0,2,1,2,1,1,0,1,1,1,1,1,1,1,4,2,2,2,0,0,0,3,0,0,5,2,1,11,10,1,4,0,7,1,16,1,116,18,134
Normandale Community College,MN,0,1,0,0,1,0,0,1,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,17,1,18
North Hennepin Community College,MN,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,3,0,19,4,23
Northland Community and Technical College,MN,0,0,0,0,7,0,1,0,0,0,1,1,0,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,171,1,0,1,2,0,0,2,0,1,8,1,0,3,0,4,0,31,3,243,8,251
Northwestern Health Sciences University,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3
Northwest Technical College,MN,0,0,0,0,8,0,1,1,0,0,1,0,0,1,5,1,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,3,0,63,0,0,1,2,0,0,2,3,1,1,0,0,3,0,4,0,7,0,106,9,115
University of Mississippi Main Campus,MS,11,3,1,3,8,0,1,1,0,1,10,9,2,0,5,0,0,0,0,7,0,1,0,3,1,0,4,1,0,0,0,0,0,1,11,0,3,0,0,4,0,0,6,0,27,20,2,0,6,0,2,0,0,0,136,18,154
University of Mississippi Medical Center,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Missouri - Columbia,MO,8,1,11,20,52,0,19,8,0,1,25,21,3,4,149,7,28,52,8,6,2,15,0,18,19,5,0,7,23,4,3,15,3,16,18,3,10,14,10,33,0,0,15,2,13,50,4,2,18,0,17,3,15,4,707,78,785
University of Missouri - Kansas City,MO,0,1,5,1,8,0,4,0,0,0,3,4,1,0,13,1,22,192,1,0,1,1,1,1,3,1,0,0,4,0,2,1,1,2,0,0,5,4,0,0,0,0,0,2,2,15,0,0,0,0,1,0,4,0,295,13,308
University of Missouri - St Louis,MO,0,1,2,0,2,0,1,0,0,0,0,0,0,0,40,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,57,3,60
University of Mobile,AL,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,6
University of Mount Union,OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,4
University of Nebraska at Kearney,NE,2,1,14,3,36,0,32,5,1,0,27,15,3,4,22,1,30,14,3,2,3,9,11,14,22,1,14,3,0,10,4,4,4,8,17,2,15,5,9,21,0,0,4,4,10,23,7,2,20,0,19,2,8,6,422,77,499
University of Nebraska at Omaha,NE,2,1,2,1,17,0,16,0,2,2,8,3,2,2,9,3,20,4,0,0,0,1,2,2,9,1,9,1,0,5,1,2,1,2,3,0,2,1,2,2,0,0,5,0,2,13,2,0,7,0,3,1,3,3,152,30,182
University of Nebraska - Lincoln,NE,1,2,5,1,32,0,29,3,1,1,13,12,2,7,32,11,45,50,4,3,2,6,7,19,37,2,33,3,0,4,2,6,7,11,20,10,12,10,10,19,1,1,11,20,8,53,10,2,21,0,16,0,20,7,591,53,644
University of Nebraska Medical Center,NE,0,2,1,0,14,0,1,1,0,0,11,0,0,0,0,4,3,4,3,3,0,4,0,1,6,1,2,1,0,3,0,1,2,3,2,1,11,1,0,2,0,1,3,4,2,8,1,0,2,0,3,0,3,2,92,26,118
"University of Nevada, Reno",NV,0,1,5,0,52,0,1,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,2,0,0,0,33,56,89
University of Nevada - Las Vegas,NV,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,12,6,18
Oak Hills Christian College,MN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
