Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Neumann University,PA,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,57,0,57
Neumont University,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada State College at Henderson,NV,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2,12
New England College,NH,27,3,14,4,72,0,15,36,3,1,115,65,3,1,32,11,3,13,9,24,22,26,96,29,9,12,18,2,2,8,0,34,2,67,57,2,35,8,10,45,0,10,20,0,27,73,3,14,33,0,22,4,13,1,872,284,1156
New England Institute of Technology,RI,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,17,41
New Mexico Highlands University,NM,0,0,6,0,15,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,26,16,42
New Mexico Institute of Mining and Technology,NM,1,1,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,16,1,17
New Mexico Junior College,NM,4,0,1,3,19,0,9,3,0,1,11,6,2,0,8,1,0,3,2,4,0,3,3,2,6,0,5,1,1,2,0,7,0,21,1,0,3,3,0,8,0,1,2,0,2,97,0,0,2,0,1,0,2,0,217,33,250
New Mexico State University,NM,2,2,16,3,39,0,15,2,1,1,12,6,5,1,14,3,6,5,1,1,0,2,2,4,1,0,6,1,1,8,0,8,0,5,3,2,10,3,5,7,0,0,5,2,4,173,3,0,5,0,6,3,1,3,355,54,409
New Orleans Baptist Theological Seminary,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New River Community College,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,4,0,0,5,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,16,0,0,38,0,38
New Saint Andrews College,ID,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,1,0,13,2,15
New York Chiropractic College,NY,0,0,1,1,18,0,3,1,2,0,7,1,1,0,6,0,0,2,1,0,3,6,6,4,5,1,2,0,0,2,0,18,0,0,2,0,9,1,0,22,5,0,2,1,1,5,1,2,6,0,0,1,1,0,114,36,150
New York Institute of Technology - Old Westbury,NY,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,48,6,54
New York Medical College,NY,0,0,0,0,8,0,0,5,1,2,3,4,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,0,0,0,0,12,0,0,2,1,1,2,0,1,0,0,1,0,0,8,0,0,2,0,3,0,0,0,56,13,69
New York University,NY,1,1,2,2,56,0,3,33,0,6,24,14,4,0,4,2,2,2,1,3,1,8,12,9,5,2,3,0,0,2,1,110,4,0,10,0,5,0,3,26,1,3,3,0,2,23,0,0,21,0,4,0,0,0,325,93,418
Nicolet Area Technical College,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Norfolk State University,VA,0,0,0,0,2,0,0,1,0,0,2,4,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,9,28
Northern Michigan University,MI,0,1,0,0,2,0,1,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,3,0,1,3,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,5,0,39,4,43
Northampton County Area Community College,PA,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,17,0,4,2,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,41,3,44
North Arkansas College,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4
North Carolina State University,NC,10,1,7,3,22,0,8,8,1,1,26,17,2,0,11,4,1,2,6,8,0,19,11,3,2,1,4,0,0,2,0,15,6,19,0,3,12,11,5,20,1,1,41,0,15,25,2,4,55,0,5,2,7,1,370,61,431
North Carolina Wesleyan College,NC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,2,6
North Central College,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Central Missouri College,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Northcentral Technical College,WI,0,0,1,2,4,0,0,1,0,0,1,3,0,1,6,1,0,21,0,1,2,0,0,9,6,2,0,0,4,1,0,0,0,1,2,0,1,0,0,2,0,0,1,1,1,1,0,0,2,0,1,0,0,0,74,5,79
North Central Texas College,TX,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,13
North Dakota State College of Science,ND,0,0,1,0,3,0,1,0,0,0,0,0,2,0,3,0,1,0,0,1,0,0,0,1,36,0,0,3,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,8,1,2,0,0,2,0,1,0,1,0,69,3,72
North Dakota State University - Main Campus,ND,0,1,7,2,13,0,6,2,1,0,10,5,2,2,4,7,13,11,1,1,1,2,2,4,179,0,8,6,2,1,1,0,1,1,4,0,14,5,1,2,0,0,1,18,1,11,4,0,5,0,4,0,9,3,353,25,378
Northeast Alabama Community College,AL,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Northeast Community College,NE,0,0,1,0,2,0,2,0,0,0,3,0,0,0,5,1,80,1,0,2,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,125,5,130
Northeastern Junior College,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
Northeastern State University,OK,0,0,1,16,4,0,2,0,0,0,4,2,0,0,1,0,0,4,1,0,1,0,2,0,0,0,7,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,0,1,0,53,10,63
Northwestern Michigan College,MI,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1,8
Northeast Mississippi Community College,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,6,0,6
Northeast State Community College,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,25,1,26
Northeast Wisconsin Technical College,WI,1,0,1,0,3,0,1,0,0,0,6,4,0,0,8,1,2,2,0,0,1,0,0,34,5,0,4,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,79,16,95
Northern Arizona University,AZ,22,43,0,11,303,1,47,5,3,1,51,25,8,11,22,7,4,11,4,9,1,12,9,19,12,9,15,5,2,31,2,12,28,14,28,5,14,4,15,19,0,0,7,0,20,61,27,2,31,0,44,2,7,7,688,365,1053
Northern Baptist Theological Seminary,IL,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,19,1,20
Northern Illinois University,IL,0,0,0,0,2,0,1,1,1,0,1,4,0,0,0,3,2,1,1,0,0,2,1,4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,34,4,38
Northern Kentucky University,KY,2,1,0,2,1,0,2,0,0,0,2,0,0,1,9,48,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,382,0,1,1,0,0,9,1,1,3,2,0,5,0,0,3,3,0,484,3,487
Northwood University,MI,1,2,2,0,39,0,1,1,0,0,51,6,0,0,20,9,2,1,43,13,0,4,1,0,2,0,3,0,1,1,2,1,6,3,8,1,7,2,3,7,0,0,1,0,8,172,0,0,3,0,1,2,2,0,341,91,432
Northern Oklahoma College,OK,1,0,0,1,6,0,4,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,32,1,0,0,0,0,0,0,0,52,6,58
Northern State University,SD,0,1,2,1,2,0,5,0,0,0,3,0,1,2,3,0,29,1,1,0,0,0,0,1,73,1,2,4,9,0,0,2,2,0,0,20,3,0,0,0,0,1,0,0,1,4,1,0,2,0,2,0,2,8,184,5,189
Northern Virginia Community College,VA,3,0,5,0,16,0,6,1,1,66,13,4,0,1,6,0,0,4,2,2,1,65,6,1,1,2,2,1,0,2,0,4,2,15,18,0,1,0,2,10,0,0,8,0,4,10,1,0,0,0,4,7,2,1,265,94,359
Northern Wyoming Community College District - Sheridan College,WY,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,9
North Georgia Technical College,GA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,12,1,13
Oakland University,MI,0,0,0,0,4,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,5,16
North Idaho College,ID,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,52,0,52
Olivet College,MI,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,2,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,2,2,0,1,0,0,0,0,1,1,0,1,2,0,0,0,2,0,30,4,34
North Lake College,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland College,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Heart Major Seminary,MI,1,0,0,0,2,0,0,0,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,23,4,27
North Park University,IL,0,0,4,1,19,0,8,2,0,0,3,4,0,0,0,7,4,4,0,0,1,3,4,14,10,0,5,0,5,1,0,3,0,5,4,0,7,5,3,3,0,0,2,1,4,5,0,1,5,0,7,0,18,0,146,26,172
NorthWest Arkansas Community College,AR,0,0,0,0,1,0,2,0,0,1,3,1,0,1,1,1,0,1,0,2,0,1,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,16,0,0,0,0,0,0,1,0,54,4,58
Northwest College,WY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,8
Northwest College of Art & Design,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saginaw Valley State University,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoolcraft College,MI,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,1,8
Spring Arbor University,MI,1,1,9,1,23,0,8,8,0,0,34,15,1,2,6,7,1,7,1,2,0,1,1,0,3,2,6,1,2,1,0,2,1,2,8,3,34,15,2,13,0,3,10,1,19,22,3,1,8,0,5,2,1,1,242,58,300
Northwestern Oklahoma State University,OK,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,7,1,8
Northwestern State University of Louisiana,LA,5,5,1,7,20,0,0,0,5,0,21,16,0,0,4,0,4,2,3,0,0,6,3,11,1,9,3,0,1,2,0,5,4,9,8,1,8,5,1,6,0,1,5,1,5,46,4,2,7,0,5,1,0,0,209,49,258
Northwestern University,IL,5,2,25,7,209,0,31,24,0,17,71,34,9,5,0,33,20,9,10,4,2,29,39,67,46,2,30,3,7,13,4,50,6,84,46,2,44,10,16,57,1,4,9,0,21,92,22,4,60,0,55,1,57,0,1078,321,1399
University of Michigan - Ann Arbor,MI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,14,2,16
Northwest Mississippi Community College,MS,1,0,0,4,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,43,1,0,0,2,0,0,0,0,0,63,2,65
Northwest Missouri State University,MO,1,1,1,0,0,0,3,0,0,0,1,1,0,1,6,0,7,8,0,1,0,0,1,0,2,1,0,0,4,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,8,0,0,3,0,0,0,0,0,55,2,57
Northwest Nazarene University,ID,0,6,10,7,29,0,8,1,0,0,12,3,2,0,13,12,2,7,4,2,0,1,2,12,0,1,12,7,0,2,0,3,4,8,6,0,6,3,46,2,0,0,1,0,6,12,5,1,2,0,54,8,3,2,284,43,327
Northwest State Community College,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Michigan - Dearborn,MI,2,1,2,0,12,0,1,1,0,3,10,1,0,0,6,2,2,0,1,0,1,3,0,0,0,0,4,0,1,1,1,2,0,2,1,0,8,0,0,8,0,1,3,0,1,5,0,0,3,0,0,0,1,0,68,22,90
Northwest University,WA,1,3,2,1,75,0,0,1,0,0,2,2,0,29,1,2,0,1,0,3,2,3,0,2,1,0,2,2,2,20,1,2,1,6,3,0,0,1,42,5,0,2,1,0,2,6,0,0,0,0,0,0,0,0,152,77,229
Northwest Vista College,TX,1,1,1,0,15,0,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,25,17,42
University of Michigan - Flint,MI,0,1,3,0,13,0,1,1,1,0,11,5,0,2,5,4,2,0,1,0,0,2,1,0,6,0,2,0,1,0,0,3,0,4,5,0,10,3,1,6,0,0,2,0,3,5,1,0,5,0,1,1,1,0,88,35,123
Norwich University,VT,9,10,17,5,120,0,49,31,0,5,105,41,10,1,26,12,5,19,11,13,11,44,78,18,12,4,16,1,5,9,36,26,9,71,265,7,20,9,6,35,0,8,18,1,36,76,9,0,162,0,54,3,10,6,1251,303,1554
Notre Dame College,OH,0,0,1,0,2,0,5,4,1,0,9,0,1,1,3,3,1,2,3,1,0,11,2,2,0,1,2,2,1,0,0,4,0,6,4,0,0,0,1,15,0,0,3,0,3,4,1,1,9,0,5,0,4,1,106,13,119
Notre Dame of Maryland University,MD,0,0,0,0,5,0,1,1,0,0,2,0,2,1,2,0,0,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,7,0,0,34,7,41
Washtenaw Community College,MI,0,0,0,0,17,0,3,1,0,0,5,6,0,0,13,5,0,3,1,3,0,2,2,0,2,0,1,1,1,1,1,4,1,16,0,0,10,1,5,4,0,0,1,0,1,10,0,0,1,0,8,1,1,0,108,24,132
Oakland City University,IN,10,0,0,0,0,0,2,0,0,0,1,0,0,0,11,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,38,1,39
Wayne State University,MI,4,0,0,2,17,0,4,4,0,1,6,6,1,0,21,8,2,2,3,2,0,2,6,0,1,1,1,0,0,5,1,4,1,12,4,0,56,0,1,6,0,1,5,1,4,5,2,0,9,0,2,1,2,0,187,29,216
Oakton Community College,IL,4,1,4,3,36,0,2,8,1,2,16,8,0,0,0,37,28,7,3,2,1,5,3,16,12,1,20,1,1,3,1,11,2,24,17,0,3,0,1,7,0,0,4,1,3,12,1,0,6,0,5,0,29,0,297,55,352
Oakwood University,AL,0,0,0,0,13,0,0,2,0,0,7,12,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,3,0,8,2,0,2,0,0,1,0,0,2,0,7,4,0,0,1,0,1,0,0,0,52,21,73
Ocean County College,NJ,6,1,18,1,61,0,4,4,8,1,12,6,2,1,10,3,1,0,0,2,1,10,5,2,0,0,3,4,0,2,3,0,0,19,11,0,5,1,6,42,0,1,5,0,1,19,1,3,6,0,5,4,1,3,226,78,304
Oconee Fall Line Technical College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogeechee Technical College,GA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,9,1,10
Ohio Christian University,OH,6,33,16,20,67,0,11,8,9,1,83,232,3,6,50,49,10,11,47,16,9,40,12,71,12,24,29,3,5,9,7,20,5,37,87,4,0,19,3,48,0,1,46,5,67,130,3,2,39,0,16,19,18,2,1308,164,1472
Ohio Dominican University,OH,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,13
Ohio State University,OH,7,1,10,2,157,0,14,51,8,5,72,37,5,1,279,55,6,10,29,6,4,32,64,137,39,3,32,3,0,4,11,188,2,410,43,2,0,4,1,246,2,4,7,1,28,63,7,3,69,0,14,16,28,0,1927,296,2223
Ohio University,OH,14,0,13,4,180,0,34,30,5,5,136,54,3,7,95,72,17,10,256,9,5,69,21,532,9,9,19,5,15,9,4,58,8,106,61,6,0,12,17,841,2,7,29,4,29,97,25,5,89,0,28,201,33,2,2962,339,3301
Oklahoma Baptist University,OK,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,11,0,11
Oklahoma Christian University,OK,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,14,3,17
Oklahoma City Community College,OK,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,0,0,2,0,1,0,25,2,27
Oklahoma City University,OK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,1,19,0,19
Oklahoma Panhandle State University,OK,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,47,0,47
Oklahoma State University,OK,5,2,8,3,19,0,17,0,0,1,16,13,4,1,7,2,1,11,1,2,0,3,3,7,1,3,14,3,4,8,1,5,9,4,7,7,13,0,3,5,0,0,5,4,7,60,3,1,8,0,9,0,3,2,277,71,348
Oklahoma State University Institute of Technology - Okmulgee,OK,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,3,22
Oklahoma Wesleyan University,OK,3,0,5,20,7,0,3,0,0,0,18,5,2,2,7,4,3,30,1,1,0,1,0,2,0,2,16,0,3,2,0,1,2,5,11,0,1,0,2,4,0,0,6,4,4,26,0,0,6,0,1,1,0,1,187,25,212
Old Dominion University,VA,5,2,20,0,33,0,6,5,6,8,28,21,7,1,6,5,1,2,3,4,3,48,4,2,4,1,4,2,0,1,3,8,0,23,38,1,4,5,4,21,0,3,18,2,6,17,1,0,0,0,55,10,4,1,391,66,457
Western Michigan University,MI,3,1,4,0,7,0,2,0,0,0,4,3,0,0,23,6,1,2,0,3,1,2,4,0,3,0,2,1,1,1,0,2,0,3,4,1,7,0,2,3,0,0,5,1,2,3,0,0,6,0,3,1,7,0,109,15,124
Olivet Nazarene University,IL,0,0,2,1,4,0,0,1,0,1,3,1,0,2,0,84,3,0,1,0,0,0,1,29,0,0,4,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,9,0,0,2,0,1,0,13,0,168,8,176
Olympic College,WA,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,3,13
Oral Roberts University,OK,6,1,5,8,23,0,4,4,0,2,17,13,1,0,5,5,2,3,3,12,1,5,2,8,6,5,14,1,3,4,1,2,1,10,22,1,12,0,2,7,0,0,0,1,9,66,1,0,4,0,2,1,1,0,264,42,306
Orangeburg Calhoun Technical College,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon Health & Science University,OR,0,2,5,1,33,0,7,1,0,2,0,1,1,2,2,4,1,0,1,0,0,2,3,3,1,1,3,0,0,2,2,1,3,9,2,0,6,1,0,7,0,0,1,0,1,5,1,1,2,0,26,0,4,0,114,36,150
Oregon Institute of Technology,OR,4,7,9,1,97,0,7,4,0,0,18,18,4,8,20,3,1,0,1,0,3,5,6,3,5,1,9,3,3,4,0,9,3,14,5,1,13,1,0,8,0,1,6,1,3,27,1,0,11,0,53,0,5,1,286,122,408
Oregon State University,OR,34,76,86,19,1331,3,150,27,9,9,135,79,133,97,92,37,30,35,29,40,12,58,55,82,63,15,66,32,21,76,16,68,48,146,87,11,89,31,0,102,5,17,30,10,40,226,63,17,85,0,682,15,42,21,3253,1535,4788
Ottawa University,KS,1,2,332,7,21,0,8,4,0,0,9,8,1,1,11,33,7,0,8,1,0,13,1,6,5,0,76,0,0,6,1,1,3,9,9,3,11,21,3,6,0,2,5,1,9,49,2,0,4,0,4,2,164,0,839,34,873
Otterbein University,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouachita Baptist University,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,4
Our Lady of the Lake University,TX,7,4,14,21,51,0,12,1,0,0,21,19,2,2,7,5,5,1,4,29,2,7,2,17,1,33,5,1,1,7,1,12,7,17,31,2,9,6,6,9,0,2,9,1,15,0,27,0,14,0,12,5,1,1,394,74,468
