UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW
209533,R,28,R,5,R,23,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,3,R,1,R,2,R,0,Z,0,Z,0,R,18,R,3,R,15,R,4,Z,0,R,4,R,1,Z,0,R,1,R,1,R,1,Z,0
209542,R,6252,R,3132,R,3120,R,34,R,18,R,16,R,407,R,206,R,201,R,61,R,30,R,31,R,408,R,191,R,217,R,23,R,13,R,10,R,4247,R,2067,R,2180,R,290,R,123,R,167,R,180,R,89,R,91,R,602,R,395,R,207
209551,R,5939,R,2772,R,3167,R,37,R,16,R,21,R,333,R,141,R,192,R,103,R,53,R,50,R,482,R,222,R,260,R,27,R,15,R,12,R,3898,R,1788,R,2110,R,272,R,126,R,146,R,78,R,33,R,45,R,709,R,378,R,331
209603,R,128,R,44,R,84,R,1,R,0,R,1,R,3,R,0,R,3,R,2,R,1,R,1,R,4,R,1,R,3,R,0,R,0,R,0,R,99,R,32,R,67,R,9,R,4,R,5,R,4,R,2,R,2,R,6,R,4,R,2
209612,R,985,R,344,R,641,R,6,R,2,R,4,R,118,R,38,R,80,R,8,R,5,R,3,R,66,R,26,R,40,R,12,R,8,R,4,R,617,R,211,R,406,R,58,R,25,R,33,R,68,R,18,R,50,R,32,R,11,R,21
209667,R,35,R,1,R,34,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,28,R,1,R,27,R,3,Z,0,R,3,R,2,Z,0,R,2,R,0,Z,0,Z,0
209676,R,73,R,3,R,70,R,2,Z,0,R,2,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,4,R,1,R,3,R,0,Z,0,Z,0,R,64,R,2,R,62,R,0,Z,0,Z,0,R,3,Z,0,R,3,R,0,Z,0,Z,0
209694,R,22,R,4,R,18,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,2,Z,0,R,2,R,4,R,2,R,2,R,0,Z,0,Z,0,R,11,R,1,R,10,R,1,Z,0,R,1,R,3,Z,0,R,3,R,0,Z,0,Z,0
209700,R,78,R,3,R,75,R,2,R,0,R,2,R,3,R,0,R,3,R,8,R,0,R,8,R,11,R,1,R,10,R,0,R,0,R,0,R,54,R,2,R,52,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
209719,R,14,R,0,R,14,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,9,Z,0,R,9,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,Z,0,R,2
209746,R,4400,R,2131,R,2269,R,51,R,26,R,25,R,319,R,146,R,173,R,153,R,67,R,86,R,393,R,186,R,207,R,19,R,7,R,12,R,2859,R,1397,R,1462,R,197,R,73,R,124,R,288,R,159,R,129,R,121,R,70,R,51
209807,R,5966,R,2638,R,3328,R,76,R,30,R,46,R,353,R,141,R,212,R,167,R,76,R,91,R,590,R,247,R,343,R,29,R,9,R,20,R,3820,R,1685,R,2135,R,252,R,89,R,163,R,253,R,127,R,126,R,426,R,234,R,192
209825,R,1171,R,450,R,721,R,1,R,0,R,1,R,119,R,57,R,62,R,9,R,5,R,4,R,106,R,30,R,76,R,12,R,4,R,8,R,766,R,281,R,485,R,64,R,27,R,37,R,35,R,16,R,19,R,59,R,30,R,29
209922,R,303,R,147,R,156,R,2,R,1,R,1,R,15,R,8,R,7,R,4,R,2,R,2,R,35,R,17,R,18,R,0,R,0,R,0,R,189,R,88,R,101,R,21,R,10,R,11,R,20,R,8,R,12,R,17,R,13,R,4
209940,R,917,R,340,R,577,R,9,R,3,R,6,R,7,R,1,R,6,R,3,R,2,R,1,R,125,R,34,R,91,R,2,R,2,Z,0,R,711,R,275,R,436,R,23,R,9,R,14,R,37,R,14,R,23,R,0,Z,0,Z,0
209986,R,14,R,0,R,14,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,R,13,Z,0,R,13,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
210076,R,608,R,168,R,440,R,14,R,3,R,11,R,27,R,12,R,15,R,17,R,8,R,9,R,79,R,15,R,64,R,5,R,4,R,1,R,445,R,119,R,326,R,15,R,3,R,12,R,6,R,4,R,2,R,0,Z,0,R,0
210100,R,27,R,2,R,25,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,4,R,1,R,3,R,0,R,0,R,0,R,18,R,1,R,17,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0
210146,R,1150,R,445,R,705,R,10,R,4,R,6,R,29,R,14,R,15,R,12,R,6,R,6,R,89,R,31,R,58,R,5,R,2,R,3,R,775,R,287,R,488,R,67,R,27,R,40,R,128,R,52,R,76,R,35,R,22,R,13
210155,R,492,R,214,R,278,R,16,R,9,R,7,R,10,R,3,R,7,R,3,R,1,R,2,R,38,R,20,R,18,R,1,Z,0,R,1,R,364,R,157,R,207,R,22,R,6,R,16,R,35,R,16,R,19,R,3,R,2,R,1
210234,R,424,R,207,R,217,R,3,R,2,R,1,R,1,R,1,R,0,R,5,R,3,R,2,R,83,R,34,R,49,R,0,R,0,R,0,R,290,R,144,R,146,R,12,R,8,R,4,R,29,R,15,R,14,R,1,R,0,R,1
210270,R,321,R,108,R,213,R,5,R,2,R,3,R,4,R,1,R,3,R,3,R,1,R,2,R,23,R,8,R,15,R,2,R,0,R,2,R,259,R,89,R,170,R,18,R,6,R,12,R,6,R,1,R,5,R,1,R,0,R,1
210304,R,109,R,40,R,69,R,1,R,0,R,1,R,3,R,2,R,1,R,4,R,2,R,2,R,20,R,6,R,14,R,2,R,2,R,0,R,67,R,22,R,45,R,3,R,1,R,2,R,9,R,5,R,4,R,0,R,0,R,0
210331,R,288,R,118,R,170,R,3,R,2,R,1,R,4,R,0,R,4,R,2,R,0,R,2,R,14,R,8,R,6,R,2,R,0,R,2,R,229,R,91,R,138,R,14,R,4,R,10,R,13,R,9,R,4,R,7,R,4,R,3
210340,R,29,R,1,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,1,R,0,R,1,R,23,R,1,R,22,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
210368,R,154,R,95,R,59,R,1,Z,0,R,1,R,23,R,10,R,13,R,5,R,2,R,3,R,8,R,4,R,4,R,3,R,3,Z,0,R,102,R,69,R,33,R,2,R,1,R,1,R,9,R,6,R,3,R,1,Z,0,R,1
210401,R,668,R,323,R,345,R,5,R,4,R,1,R,50,R,18,R,32,R,10,R,5,R,5,R,61,R,33,R,28,R,0,Z,0,Z,0,R,398,R,185,R,213,R,50,R,27,R,23,R,30,R,11,R,19,R,64,R,40,R,24
210429,R,1184,R,464,R,720,R,14,R,4,R,10,R,37,R,18,R,19,R,24,R,8,R,16,R,94,R,39,R,55,R,13,R,8,R,5,R,822,R,298,R,524,R,7,R,3,R,4,R,44,R,22,R,22,R,129,R,64,R,65
210438,R,282,R,137,R,145,R,0,R,0,R,0,R,18,R,12,R,6,R,3,R,1,R,2,R,9,R,5,R,4,R,2,R,0,R,2,R,211,R,105,R,106,R,26,R,10,R,16,R,13,R,4,R,9,R,0,R,0,R,0
210456,R,104,R,15,R,89,R,0,R,0,R,0,R,8,R,1,R,7,R,19,R,5,R,14,R,1,R,0,R,1,R,1,R,0,R,1,R,73,R,9,R,64,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0
210474,R,43,R,13,R,30,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,8,R,6,R,2,R,13,R,3,R,10,R,0,Z,0,Z,0,R,21,R,4,R,17,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0
210483,R,170,R,55,R,115,R,0,R,0,R,0,R,2,R,0,R,2,R,22,R,7,R,15,R,9,R,0,R,9,R,0,R,0,R,0,R,111,R,31,R,80,R,6,R,4,R,2,R,20,R,13,R,7,R,0,R,0,R,0
210492,R,38,R,19,R,19,R,0,Z,0,Z,0,R,3,R,2,R,1,R,5,R,1,R,4,R,3,Z,0,R,3,R,0,Z,0,Z,0,R,23,R,13,R,10,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,4,R,3,R,1
210508,R,5,R,3,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
210571,R,458,R,180,R,278,R,3,R,1,R,2,R,13,R,3,R,10,R,53,R,23,R,30,R,41,R,14,R,27,R,0,R,0,R,0,R,282,R,112,R,170,R,2,R,1,R,1,R,56,R,20,R,36,R,8,R,6,R,2
210599,R,274,R,255,R,19,R,0,Z,0,Z,0,R,4,R,4,Z,0,R,206,R,190,R,16,R,29,R,28,R,1,R,0,Z,0,Z,0,R,29,R,27,R,2,R,2,R,2,Z,0,R,4,R,4,Z,0,R,0,Z,0,Z,0
210605,R,2734,R,1188,R,1546,R,12,R,4,R,8,R,77,R,21,R,56,R,382,R,131,R,251,R,43,R,18,R,25,R,7,R,1,R,6,R,1843,R,840,R,1003,R,22,R,5,R,17,R,347,R,167,R,180,R,1,R,1,R,0
210669,R,451,R,182,R,269,R,1,R,1,R,0,R,8,R,3,R,5,R,18,R,5,R,13,R,24,R,13,R,11,R,0,R,0,R,0,R,361,R,144,R,217,R,29,R,13,R,16,R,0,R,0,R,0,R,10,R,3,R,7
210711,R,32,R,2,R,30,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6,R,1,R,5,R,12,R,1,R,11,R,0,Z,0,Z,0,R,14,Z,0,R,14,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
210739,R,839,R,286,R,553,R,2,R,1,R,1,R,20,R,6,R,14,R,35,R,14,R,21,R,70,R,21,R,49,R,0,R,0,R,0,R,614,R,212,R,402,R,16,R,5,R,11,R,82,R,27,R,55,R,0,Z,0,Z,0
210748,R,40,R,2,R,38,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,36,R,2,R,34,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0
210775,R,660,R,195,R,465,R,2,Z,0,R,2,R,5,Z,0,R,5,R,61,R,14,R,47,R,58,R,13,R,45,R,1,Z,0,R,1,R,461,R,141,R,320,R,3,R,2,R,1,R,69,R,25,R,44,R,0,Z,0,Z,0
210784,R,96,R,3,R,93,R,0,Z,0,Z,0,R,11,Z,0,R,11,R,22,Z,0,R,22,R,11,R,1,R,10,R,0,Z,0,Z,0,R,47,R,2,R,45,R,0,Z,0,Z,0,R,5,Z,0,R,5,R,0,Z,0,Z,0
210809,R,4738,R,3512,R,1226,R,6,R,5,R,1,R,92,R,69,R,23,R,92,R,49,R,43,R,50,R,40,R,10,R,0,Z,0,Z,0,R,1910,R,1442,R,468,R,0,Z,0,Z,0,R,2588,R,1907,R,681,R,0,Z,0,Z,0
210890,R,77,R,21,R,56,R,0,Z,0,Z,0,R,3,R,3,Z,0,R,7,R,2,R,5,R,4,R,1,R,3,R,0,Z,0,Z,0,R,55,R,14,R,41,R,8,R,1,R,7,R,0,Z,0,Z,0,R,0,Z,0,Z,0
210906,R,104,R,45,R,59,R,0,R,0,R,0,R,3,R,1,R,2,R,13,R,8,R,5,R,7,R,5,R,2,R,0,R,0,R,0,R,79,R,30,R,49,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0
210942,R,370,R,142,R,228,R,1,R,0,R,1,R,16,R,11,R,5,R,122,R,40,R,82,R,41,R,15,R,26,R,1,R,1,R,0,R,121,R,46,R,75,R,0,R,0,R,0,R,62,R,25,R,37,R,6,R,4,R,2
210951,R,62,R,2,R,60,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,9,R,1,R,8,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,53,R,1,R,52,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
210960,R,248,R,104,R,144,R,1,R,1,R,0,R,1,R,1,R,0,R,34,R,16,R,18,R,12,R,3,R,9,R,2,R,0,R,2,R,153,R,66,R,87,R,0,R,0,R,0,R,45,R,17,R,28,R,0,R,0,R,0
211006,R,149,R,138,R,11,R,0,R,0,R,0,R,3,R,3,R,0,R,8,R,8,R,0,R,30,R,28,R,2,R,0,R,0,R,0,R,104,R,95,R,9,R,3,R,3,R,0,R,0,R,0,R,0,R,1,R,1,R,0
211024,R,224,R,120,R,104,R,1,R,0,R,1,R,1,R,1,R,0,R,6,R,4,R,2,R,6,R,3,R,3,R,0,R,0,R,0,R,202,R,108,R,94,R,5,R,2,R,3,R,1,R,0,R,1,R,2,R,2,R,0
211079,R,373,R,151,R,222,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,25,R,14,R,11,R,7,R,3,R,4,R,0,Z,0,Z,0,R,316,R,122,R,194,R,6,R,2,R,4,R,18,R,9,R,9,R,0,Z,0,Z,0
211088,R,1042,R,293,R,749,R,4,R,3,R,1,R,33,R,9,R,24,R,65,R,22,R,43,R,36,R,8,R,28,R,2,R,2,Z,0,R,695,R,190,R,505,R,26,R,4,R,22,R,141,R,34,R,107,R,40,R,21,R,19
211130,R,88,R,53,R,35,R,0,Z,0,Z,0,R,11,R,8,R,3,R,17,R,10,R,7,R,2,R,2,Z,0,R,0,Z,0,Z,0,R,43,R,20,R,23,R,1,Z,0,R,1,R,1,Z,0,R,1,R,13,R,13,Z,0
211149,R,131,R,45,R,86,R,0,R,0,R,0,R,4,R,1,R,3,R,53,R,19,R,34,R,3,R,0,R,3,R,0,R,0,R,0,R,61,R,19,R,42,R,0,R,0,R,0,R,10,R,6,R,4,R,0,R,0,R,0
211158,R,1939,R,790,R,1149,R,0,Z,0,Z,0,R,20,R,9,R,11,R,108,R,46,R,62,R,67,R,32,R,35,R,0,Z,0,Z,0,R,1645,R,639,R,1006,R,36,R,20,R,16,R,29,R,17,R,12,R,34,R,27,R,7
211200,R,225,R,68,R,157,R,0,R,0,R,0,R,3,R,1,R,2,R,23,R,3,R,20,R,5,R,2,R,3,R,0,R,0,R,0,R,166,R,55,R,111,R,13,R,4,R,9,R,15,R,3,R,12,R,0,R,0,R,0
211273,R,525,R,46,R,479,R,0,Z,0,Z,0,R,43,R,2,R,41,R,41,R,3,R,38,R,38,R,4,R,34,R,0,Z,0,Z,0,R,247,R,29,R,218,R,21,Z,0,R,21,R,49,R,6,R,43,R,86,R,2,R,84
211291,R,887,R,386,R,501,R,0,Z,0,Z,0,R,34,R,9,R,25,R,23,R,9,R,14,R,41,R,21,R,20,R,0,Z,0,Z,0,R,709,R,309,R,400,R,35,R,17,R,18,R,3,Z,0,R,3,R,42,R,21,R,21
211307,R,960,R,369,R,591,R,10,R,4,R,6,R,24,R,13,R,11,R,30,R,7,R,23,R,46,R,18,R,28,R,1,R,1,Z,0,R,616,R,238,R,378,R,14,R,5,R,9,R,219,R,83,R,136,R,0,R,0,Z,0
211316,R,55,R,0,R,55,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,Z,0,R,3,R,3,Z,0,R,3,R,0,Z,0,Z,0,R,48,Z,0,R,48,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
211334,R,27,R,2,R,25,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,25,R,1,R,24,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
211343,R,474,R,180,R,294,R,2,Z,0,R,2,R,2,R,2,Z,0,R,10,R,4,R,6,R,3,R,1,R,2,R,1,Z,0,R,1,R,402,R,146,R,256,R,5,R,4,R,1,R,48,R,23,R,25,R,1,Z,0,R,1
211352,R,588,R,169,R,419,R,2,R,1,R,1,R,8,R,2,R,6,R,53,R,13,R,40,R,25,R,4,R,21,R,0,R,0,R,0,R,451,R,136,R,315,R,0,R,0,R,0,R,49,R,13,R,36,R,0,R,0,R,0
211361,R,2438,R,986,R,1452,R,2,Z,0,R,2,R,22,R,11,R,11,R,202,R,81,R,121,R,63,R,30,R,33,R,3,Z,0,R,3,R,1982,R,794,R,1188,R,52,R,14,R,38,R,92,R,47,R,45,R,20,R,9,R,11
211431,R,558,R,64,R,494,R,0,Z,0,Z,0,R,3,R,1,R,2,R,85,R,8,R,77,R,6,R,2,R,4,R,0,Z,0,Z,0,R,392,R,39,R,353,R,7,R,2,R,5,R,64,R,12,R,52,R,1,Z,0,R,1
211440,R,4558,R,2856,R,1702,R,4,R,3,R,1,R,604,R,332,R,272,R,114,R,64,R,50,R,154,R,92,R,62,R,0,R,0,R,0,R,1208,R,758,R,450,R,76,R,43,R,33,R,198,R,104,R,94,R,2200,R,1460,R,740
211468,R,373,R,31,R,342,R,0,Z,0,Z,0,R,8,R,2,R,6,R,30,R,2,R,28,R,37,R,7,R,30,R,1,Z,0,R,1,R,272,R,16,R,256,R,3,Z,0,R,3,R,16,R,2,R,14,R,6,R,2,R,4
211477,R,326,R,108,R,218,R,1,R,1,R,0,R,11,R,4,R,7,R,40,R,13,R,27,R,19,R,7,R,12,R,0,R,0,R,0,R,247,R,81,R,166,R,0,R,0,R,0,R,8,R,2,R,6,R,0,R,0,R,0
211556,R,711,R,110,R,601,R,1,R,0,R,1,R,27,R,6,R,21,R,59,R,6,R,53,R,21,R,4,R,17,R,0,R,0,R,0,R,485,R,75,R,410,R,10,R,1,R,9,R,55,R,8,R,47,R,53,R,10,R,43
211583,R,639,R,161,R,478,R,1,R,0,R,1,R,6,R,0,R,6,R,190,R,33,R,157,R,46,R,10,R,36,R,0,R,0,R,0,R,333,R,92,R,241,R,9,R,5,R,4,R,36,R,13,R,23,R,18,R,8,R,10
211608,R,166,R,75,R,91,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,149,R,69,R,80,R,4,Z,0,R,4,R,1,Z,0,R,1,R,3,R,3,Z,0,R,1,R,1,Z,0,R,8,R,2,R,6,R,0,Z,0,Z,0
211617,R,426,R,119,R,307,R,0,Z,0,Z,0,R,18,R,10,R,8,R,109,R,37,R,72,R,99,R,20,R,79,R,1,Z,0,R,1,R,171,R,43,R,128,R,0,Z,0,Z,0,R,28,R,9,R,19,R,0,Z,0,Z,0
211635,R,82,R,10,R,72,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,4,Z,0,R,4,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,77,R,10,R,67,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
211644,R,1312,R,433,R,879,R,1,Z,0,R,1,R,9,R,4,R,5,R,56,R,20,R,36,R,27,R,4,R,23,R,1,R,1,Z,0,R,1147,R,380,R,767,R,27,R,7,R,20,R,39,R,13,R,26,R,5,R,4,R,1
211802,R,96,R,22,R,74,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,94,R,22,R,72,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
211820,R,70,R,14,R,56,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,16,R,2,R,14,R,17,R,3,R,14,R,0,Z,0,Z,0,R,33,R,8,R,25,R,2,Z,0,R,2,R,2,R,1,R,1,R,0,Z,0,Z,0
211893,R,41,R,17,R,24,R,0,Z,0,Z,0,R,9,R,2,R,7,R,2,R,2,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,19,R,10,R,9,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,10,R,3,R,7
211909,R,80,R,78,R,2,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,29,R,27,R,2,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,51,R,51,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
211927,R,1644,R,800,R,844,R,5,R,3,R,2,R,71,R,33,R,38,R,349,R,120,R,229,R,44,R,21,R,23,R,1,R,0,R,1,R,1076,R,580,R,496,R,24,R,13,R,11,R,55,R,26,R,29,R,19,R,4,R,15
211981,R,472,R,177,R,295,R,3,R,2,R,1,R,9,R,3,R,6,R,22,R,14,R,8,R,25,R,7,R,18,R,0,R,0,R,0,R,359,R,124,R,235,R,0,R,0,R,0,R,54,R,27,R,27,R,0,R,0,Z,0
212009,R,527,R,236,R,291,R,0,Z,0,Z,0,R,10,R,5,R,5,R,16,R,7,R,9,R,27,R,15,R,12,R,0,Z,0,Z,0,R,402,R,179,R,223,R,14,R,9,R,5,R,13,R,4,R,9,R,45,R,17,R,28
212018,R,34,R,20,R,14,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,27,R,19,R,8,R,3,R,1,R,2,R,2,R,0,R,2,R,0,R,0,R,0
212045,R,220,R,97,R,123,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,14,R,10,R,4,R,11,R,3,R,8,R,1,R,1,Z,0,R,186,R,79,R,107,R,4,R,2,R,2,R,4,R,2,R,2,R,0,Z,0,Z,0
212054,R,6922,R,2981,R,3941,R,12,R,4,R,8,R,752,R,322,R,430,R,550,R,151,R,399,R,358,R,150,R,208,R,14,R,6,R,8,R,3922,R,1724,R,2198,R,156,R,61,R,95,R,296,R,116,R,180,R,862,R,447,R,415
212106,R,2627,R,993,R,1634,R,3,Z,0,R,3,R,47,R,16,R,31,R,125,R,53,R,72,R,57,R,20,R,37,R,1,R,0,R,1,R,2090,R,773,R,1317,R,56,R,22,R,34,R,96,R,61,R,35,R,152,R,48,R,104
212115,R,1493,R,603,R,890,R,5,R,2,R,3,R,25,R,7,R,18,R,100,R,41,R,59,R,144,R,45,R,99,R,3,Z,0,R,3,R,1122,R,466,R,656,R,35,R,13,R,22,R,22,R,9,R,13,R,37,R,20,R,17
212133,R,947,R,284,R,663,R,3,R,2,R,1,R,15,R,7,R,8,R,235,R,58,R,177,R,110,R,21,R,89,R,1,R,0,R,1,R,471,R,156,R,315,R,8,R,3,R,5,R,51,R,11,R,40,R,53,R,26,R,27
212160,R,1450,R,475,R,975,R,2,R,1,R,1,R,10,R,4,R,6,R,76,R,29,R,47,R,25,R,7,R,18,R,0,Z,0,Z,0,R,1286,R,412,R,874,R,25,R,13,R,12,R,8,R,2,R,6,R,18,R,7,R,11
212197,R,442,R,144,R,298,R,3,R,2,R,1,R,3,Z,0,R,3,R,10,R,4,R,6,R,10,R,3,R,7,R,0,Z,0,Z,0,R,393,R,123,R,270,R,5,R,3,R,2,R,0,Z,0,Z,0,R,18,R,9,R,9
212230,R,26,R,1,R,25,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,5,R,0,R,5,R,0,R,0,R,0,R,19,R,1,R,18,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
212267,R,72,R,1,R,71,R,0,R,0,R,0,R,1,R,0,R,1,R,12,R,0,R,12,R,12,R,0,R,12,R,1,R,0,R,1,R,29,R,1,R,28,R,2,R,0,R,2,R,15,R,0,R,15,R,0,R,0,R,0
212276,R,48,R,3,R,45,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,4,R,12,R,2,R,10,R,1,R,0,R,1,R,28,R,0,R,28,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0
212294,R,38,R,0,R,38,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,31,R,0,R,31,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0
212300,R,32,R,2,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,22,R,2,R,20,R,2,R,0,R,2,R,6,R,0,R,6,R,0,R,0,R,0
212328,R,90,R,4,R,86,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,0,R,11,R,26,R,2,R,24,R,0,R,0,R,0,R,40,R,2,R,38,R,5,R,0,R,5,R,8,R,0,R,8,R,0,R,0,R,0
212337,R,64,R,2,R,62,R,0,R,0,R,0,R,1,R,0,R,1,R,51,R,1,R,50,R,5,R,0,R,5,R,0,R,0,R,0,R,4,R,1,R,3,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0
212355,R,102,R,7,R,95,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,9,R,0,R,9,R,0,R,0,R,0,R,68,R,6,R,62,R,1,R,0,R,1,R,20,R,1,R,19,R,0,R,0,R,0
212373,R,45,R,4,R,41,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,2,R,0,R,2,R,0,R,0,R,0,R,33,R,4,R,29,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0
212382,R,79,R,6,R,73,R,0,R,0,R,0,R,4,R,2,R,2,R,15,R,1,R,14,R,8,R,1,R,7,R,0,R,0,R,0,R,34,R,1,R,33,R,9,R,1,R,8,R,9,R,0,R,9,R,0,R,0,R,0
212391,R,73,R,3,R,70,R,1,R,0,R,1,R,2,R,0,R,2,R,7,R,0,R,7,R,28,R,1,R,27,R,0,R,0,R,0,R,32,R,2,R,30,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0
212434,R,150,R,143,R,7,R,0,R,0,R,0,R,3,R,3,R,0,R,10,R,10,R,0,R,10,R,8,R,2,R,0,R,0,R,0,R,127,R,122,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
212443,R,26,R,14,R,12,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,24,R,13,R,11,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
212452,R,32,R,19,R,13,R,0,R,0,R,0,R,7,R,3,R,4,R,7,R,4,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16,R,10,R,6
212568,R,78,R,9,R,69,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,11,Z,0,R,11,R,6,R,1,R,5,R,2,R,1,R,1,R,58,R,6,R,52,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
212577,R,534,R,240,R,294,R,2,R,0,R,2,R,23,R,7,R,16,R,29,R,13,R,16,R,38,R,18,R,20,R,0,R,0,R,0,R,328,R,149,R,179,R,8,R,2,R,6,R,34,R,13,R,21,R,72,R,38,R,34
